record_index,phase,phase_update,loss,reward,final_correctness,kl,keep_rate,mean_completion_length
338,phase_i_0_500,338,0.0001717,0.09504,0.1,0.004291,0.5,286.9
339,phase_i_0_500,339,0.000176,0.3286,0.25,0.0044,1.0,325.0
340,phase_i_0_500,340,0.0001526,0.09711,0.1,0.003815,0.5,373.9
341,phase_i_0_500,341,0.0002471,0.0,0.0,0.006177,0.0,487.9
342,phase_i_0_500,342,0.0003001,0.3052,0.25,0.007502,1.0,285.1
343,phase_i_0_500,343,0.0001684,0.5675,0.5,0.004211,1.0,371.9
344,phase_i_0_500,344,0.0001935,0.04718,0.05,0.004838,0.5,374.9
345,phase_i_0_500,345,0.0001045,0.04507,0.04167,0.002613,0.25,321.9
346,phase_i_0_500,346,0.0001422,0.1166,0.15,0.003557,0.4167,352.2
347,phase_i_0_500,347,0.0002871,0.9416,0.8333,0.007178,0.75,269.1
348,phase_i_0_500,348,0.0002307,0.2602,0.25,0.005768,0.75,341.1
349,phase_i_0_500,349,0.0002076,0.2858,0.25,0.00519,0.25,269.6
350,phase_i_0_500,350,0.0003164,0.18,0.15,0.007911,0.5,274.6
351,phase_i_0_500,351,0.0005014,0.1076,0.15,0.01254,0.5,383.9
352,phase_i_0_500,352,0.0002009,0.1729,0.15,0.005022,0.5,215.2
353,phase_i_0_500,353,0.0002142,0.339,0.2917,0.005355,0.25,281.3
354,phase_i_0_500,354,0.0002001,0.7786,0.6667,0.005001,0.75,254.1
355,phase_i_0_500,355,0.0002543,0.271,0.25,0.006357,1.0,305.1
356,phase_i_0_500,356,0.0001861,0.04226,0.04167,0.004653,0.25,375.0
357,phase_i_0_500,357,0.0001263,0.6003,0.5,0.003158,1.0,250.1
358,phase_i_0_500,358,0.000139,0.0,0.0,0.003474,0.0,348.2
359,phase_i_0_500,359,0.0002754,0.4201,0.375,0.006886,1.0,374.5
360,phase_i_0_500,360,0.000338,0.6014,0.625,0.008449,1.0,390.8
361,phase_i_0_500,361,0.0004686,0.3024,0.2917,0.01171,0.25,258.7
362,phase_i_0_500,362,0.0002292,0.153,0.15,0.00573,0.5,281.8
363,phase_i_0_500,363,0.0003492,0.1659,0.15,0.008732,0.5,282.9
364,phase_i_0_500,364,0.0001143,0.0,0.0,0.002857,0.0,473.2
365,phase_i_0_500,365,0.000267,1.107,0.875,0.006674,0.375,209.3
366,phase_i_0_500,366,0.0005588,0.4262,0.375,0.01397,1.0,241.2
367,phase_i_0_500,367,0.0004222,0.9115,0.8125,0.01056,0.6667,219.4
368,phase_i_0_500,368,0.0002362,0.2951,0.25,0.005904,0.25,290.6
369,phase_i_0_500,369,0.0002401,0.7674,0.6,0.006001,0.4167,302.6
370,phase_i_0_500,370,0.000153,0.123,0.125,0.003826,0.25,346.5
371,phase_i_0_500,371,0.000182,0.1163,0.1,0.00455,0.5,199.9
372,phase_i_0_500,372,0.0002401,0.03565,0.04167,0.006003,0.25,340.0
373,phase_i_0_500,373,0.0003463,0.1051,0.1,0.008658,0.5,321.6
374,phase_i_0_500,374,0.0001922,0.0,0.0,0.004806,0.0,335.9
375,phase_i_0_500,375,0.000382,0.2001,0.25,0.009552,0.75,367.6
376,phase_i_0_500,376,0.0001899,0.0,0.0,0.004746,0.0,431.5
377,phase_i_0_500,377,0.0002091,0.1803,0.15,0.005227,0.625,335.6
378,phase_i_0_500,378,0.0001086,0.0,0.0,0.002715,0.0,285.7
379,phase_i_0_500,379,0.0001259,0.0,0.0,0.003148,0.0,503.2
380,phase_i_0_500,380,0.0002755,0.8591,0.6667,0.006889,0.75,331.8
381,phase_i_0_500,381,0.0002684,0.117,0.1,0.006709,0.5,215.3
382,phase_i_0_500,382,0.0002772,0.0,0.0,0.006931,0.0,563.3
383,phase_i_0_500,383,0.0001801,0.0,0.0,0.004503,0.0,521.6
384,phase_i_0_500,384,0.0002095,0.0,0.0,0.005238,0.0,474.5
385,phase_i_0_500,385,0.0002957,0.03548,0.05,0.007392,0.5,555.5
386,phase_i_0_500,386,0.000192,0.06373,0.05,0.0048,0.5,361.8
387,phase_i_0_500,387,0.0001313,0.0498,0.04167,0.003283,0.25,377.2
388,phase_i_0_500,388,0.0001822,0.03458,0.03571,0.004556,0.1667,285.6
389,phase_i_0_500,389,0.0004181,0.08716,0.08333,0.01045,0.25,364.0
390,phase_i_0_500,390,0.0001218,0.0,0.0,0.003044,0.0,268.4
391,phase_i_0_500,391,0.0003137,0.04393,0.05,0.007841,0.5,459.6
392,phase_i_0_500,392,0.0003151,0.1346,0.15,0.007877,0.625,339.9
393,phase_i_0_500,393,0.0001836,0.04272,0.04167,0.00459,0.25,370.2
394,phase_i_0_500,394,0.0004663,0.0,0.0,0.01166,0.0,384.3
395,phase_i_0_500,395,0.0002069,0.123,0.1,0.005171,0.5,283.9
396,phase_i_0_500,396,0.0004352,0.5903,0.5,0.01088,1.0,267.9
397,phase_i_0_500,397,0.0004358,0.1259,0.15,0.0109,0.625,441.4
398,phase_i_0_500,398,0.0001803,0.1195,0.1,0.004506,0.5,170.1
399,phase_i_0_500,399,0.0001442,0.1864,0.15,0.003604,0.5,364.9
400,phase_i_0_500,400,0.0001483,0.06356,0.07143,0.003708,0.1667,374.8
401,phase_i_0_500,401,0.0005739,0.1756,0.15,0.01435,0.5,271.1
402,phase_i_0_500,402,0.0002098,0.4317,0.4,0.005246,0.4167,433.1
403,phase_i_0_500,403,0.0001622,0.3393,0.3333,0.004053,0.75,451.1
404,phase_i_0_500,404,0.0001879,0.1486,0.15,0.004698,0.5,366.4
405,phase_i_0_500,405,0.0001996,0.06971,0.08333,0.00499,0.25,254.0
406,phase_i_0_500,406,0.0002906,0.5257,0.3929,0.007266,0.1667,276.9
407,phase_i_0_500,407,0.0002975,0.565,0.5,0.007436,1.0,326.6
408,phase_i_0_500,408,0.0001705,0.1273,0.1,0.004264,0.5,278.2
409,phase_i_0_500,409,0.0003639,0.0,0.0,0.009097,0.0,235.3
410,phase_i_0_500,410,0.0001941,0.1663,0.2,0.004852,0.625,352.7
411,phase_i_0_500,411,0.0002831,0.0,0.0,0.007078,0.0,210.5
412,phase_i_0_500,412,0.0001822,0.05457,0.05,0.004555,0.5,131.7
413,phase_i_0_500,413,0.0001075,0.04518,0.05,0.002688,0.5,394.2
414,phase_i_0_500,414,0.000187,0.1769,0.15,0.004674,0.5,247.7
415,phase_i_0_500,415,0.0003283,0.4942,0.45,0.008208,0.4167,286.3
416,phase_i_0_500,416,0.0002353,0.08605,0.1,0.005884,0.5,375.2
417,phase_i_0_500,417,0.000192,0.04777,0.05,0.0048,0.5,214.6
418,phase_i_0_500,418,0.0001452,0.05578,0.05,0.003629,0.5,482.5
419,phase_i_0_500,419,0.0002813,0.1877,0.15,0.007032,0.5,423.2
420,phase_i_0_500,420,0.0002278,0.4525,0.3929,0.005694,0.1667,254.4
421,phase_i_0_500,421,0.0002237,0.5108,0.5833,0.005592,0.75,256.9
422,phase_i_0_500,422,0.0001728,0.1549,0.15,0.004319,0.5,277.4
423,phase_i_0_500,423,0.0002243,0.7343,0.625,0.005607,1.0,196.5
424,phase_i_0_500,424,0.0001918,0.09142,0.1,0.004795,0.5,410.2
425,phase_i_0_500,425,0.0003044,0.1927,0.15,0.007611,0.5,330.1
426,phase_i_0_500,426,0.0002046,0.09788,0.1,0.005116,0.625,411.2
427,phase_i_0_500,427,0.0001613,0.7851,0.625,0.004033,1.0,304.2
428,phase_i_0_500,428,0.0003499,0.4321,0.3929,0.008747,0.1667,313.4
429,phase_i_0_500,429,0.0008747,0.4406,0.4,0.02187,0.4167,269.1
430,phase_i_0_500,430,0.0001214,0.1938,0.15,0.003035,0.5,444.9
431,phase_i_0_500,431,0.0003157,0.02696,0.03571,0.007893,0.1667,243.6
432,phase_i_0_500,432,0.0003604,0.1284,0.15,0.00901,0.5,216.6
433,phase_i_0_500,433,0.0001868,0.0,0.0,0.00467,0.0,331.2
434,phase_i_0_500,434,0.0001453,0.1034,0.1,0.003631,0.5,405.0
435,phase_i_0_500,435,0.000167,0.544,0.5,0.004179,0.0,437.1
436,phase_i_0_500,436,0.000168,0.0,0.0,0.004199,0.0,544.0
437,phase_i_0_500,437,0.0001586,0.0,0.0,0.003966,0.0,273.1
438,phase_i_0_500,438,0.0001288,0.4308,0.375,0.003221,1.0,355.9
439,phase_i_0_500,439,0.0001711,0.1354,0.15,0.004278,0.5,409.3
440,phase_i_0_500,440,0.0003548,0.354,0.3571,0.008871,0.1667,386.7
441,phase_i_0_500,441,0.0002707,0.1637,0.15,0.006768,0.5,198.3
442,phase_i_0_500,442,0.0004107,0.5766,0.5,0.01026,0.0,242.9
443,phase_i_0_500,443,0.0001695,0.1039,0.1,0.004237,0.5,423.7
444,phase_i_0_500,444,0.0002776,0.09931,0.1,0.00694,0.625,368.9
445,phase_i_0_500,445,0.0001666,0.09173,0.08333,0.004165,0.25,285.0
446,phase_i_0_500,446,0.0008177,0.4486,0.5,0.02044,1.0,333.5
447,phase_i_0_500,447,0.0002093,0.1662,0.15,0.005234,0.5,220.6
448,phase_i_0_500,448,9.406e-05,0.1367,0.15,0.002351,0.5,416.8
449,phase_i_0_500,449,0.0003667,0.08288,0.1,0.009166,0.5,492.6
450,phase_i_0_500,450,0.0003189,0.05306,0.05,0.007973,0.5,280.1
451,phase_i_0_500,451,0.0002248,0.06269,0.05,0.00562,0.5,305.5
452,phase_i_0_500,452,0.000151,0.0,0.0,0.003774,0.0,444.2
453,phase_i_0_500,453,0.000317,0.3715,0.375,0.007926,1.0,255.0
454,phase_i_0_500,454,0.000235,0.7824,0.6875,0.005874,0.5,234.8
455,phase_i_0_500,455,0.0002578,0.2851,0.375,0.006445,1.0,349.4
456,phase_i_0_500,456,0.0004498,0.05673,0.05,0.01124,0.5,289.4
457,phase_i_0_500,457,0.0002276,1.223,0.95,0.005701,0.5,149.4
458,phase_i_0_500,458,0.0003069,0.1425,0.1,0.007673,0.5,259.8
459,phase_i_0_500,459,0.000355,0.5776,0.4688,0.008875,0.125,186.8
460,phase_i_0_500,460,0.0004207,1.132,0.95,0.01052,0.5,165.6
461,phase_i_0_500,461,0.0001493,0.0,0.0,0.003732,0.0,478.7
462,phase_i_0_500,462,0.0003311,0.0,0.0,0.008277,0.0,243.0
463,phase_i_0_500,463,0.0004581,0.0,0.0,0.01145,0.0,288.2
464,phase_i_0_500,464,0.000342,0.1499,0.2,0.008549,0.625,470.0
465,phase_i_0_500,465,0.0004757,0.5069,0.5,0.01189,1.0,253.6
466,phase_i_0_500,466,0.0002233,0.4201,0.3571,0.005582,0.1667,234.6
467,phase_i_0_500,467,0.0003189,0.5302,0.5,0.007973,1.0,279.6
468,phase_i_0_500,468,0.0003184,0.6004,0.5,0.007959,1.0,395.1
469,phase_i_0_500,469,0.0002125,0.0,0.0,0.005312,0.0,346.3
470,phase_i_0_500,470,0.0001606,0.0,0.0,0.004016,0.0,421.5
471,phase_i_0_500,471,0.0002529,0.0,0.0,0.006323,0.0,365.0
472,phase_i_0_500,472,0.0003583,0.1707,0.15,0.008958,0.5,270.5
473,phase_i_0_500,473,0.0002576,0.0387,0.04167,0.006441,0.25,252.8
474,phase_i_0_500,474,0.0003033,0.526,0.4375,0.007582,0.125,186.8
475,phase_i_0_500,475,0.0002465,0.0,0.0,0.006162,0.0,231.2
476,phase_i_0_500,476,0.0003483,0.2951,0.25,0.008707,0.25,312.6
477,phase_i_0_500,477,0.0001843,0.03741,0.04167,0.004608,0.25,299.0
478,phase_i_0_500,478,0.0002103,0.02771,0.03125,0.005258,0.125,350.5
479,phase_i_0_500,479,0.00015,0.0,0.0,0.003749,0.0,449.6
480,phase_i_0_500,480,0.0003516,0.7197,0.6667,0.008789,0.75,256.7
481,phase_i_0_500,481,0.0004251,0.1995,0.1875,0.01063,0.6667,214.6
482,phase_i_0_500,482,0.000256,0.4433,0.375,0.006401,1.0,255.8
483,phase_i_0_500,483,0.0002646,0.3515,0.3333,0.006615,0.75,344.0
484,phase_i_0_500,484,0.0001897,0.09636,0.1,0.004744,0.5,437.1
485,phase_i_0_500,485,0.0003338,0.0,0.0,0.008344,0.0,251.6
486,phase_i_0_500,486,0.0002163,0.1591,0.15,0.005407,0.5,308.9
487,phase_i_0_500,487,0.0002004,0.03699,0.03571,0.005011,0.1667,361.3
488,phase_i_0_500,488,0.0001031,0.0,0.0,0.002578,0.0,434.4
489,phase_i_0_500,489,0.0001672,0.04362,0.05,0.00418,0.5,597.0
490,phase_i_0_500,490,0.0003135,0.0,0.0,0.007838,0.0,238.9
491,phase_i_0_500,491,0.0003542,0.2071,0.15,0.008853,0.5,302.7
492,phase_i_0_500,492,0.0001784,0.04806,0.05,0.004461,0.5,412.3
493,phase_i_0_500,493,0.0001552,0.0,0.0,0.003881,0.0,224.6
494,phase_i_0_500,494,0.0002744,0.0,0.0,0.00686,0.0,219.8
495,phase_i_0_500,495,0.0001968,0.1697,0.15,0.00492,0.5,419.0
496,phase_i_0_500,496,0.0001949,0.176,0.15,0.00487,0.5,266.4
497,phase_i_0_500,497,0.0003962,0.4157,0.3438,0.009905,0.125,246.8
498,phase_i_0_500,498,0.0002036,0.0,0.0,0.00509,0.0,295.1
499,phase_i_0_500,499,0.0006314,0.1941,0.15,0.01578,0.5,159.1
500,phase_ii_resumed_500_1000,1,5.288e-05,0.1135,0.1,0.001322,0.5,415.8
501,phase_ii_resumed_500_1000,2,2.779e-05,0.8555,0.75,0.0006952,1.0,193.2
502,phase_ii_resumed_500_1000,3,0.0001029,0.2034,0.15,0.002571,0.5,237.8
503,phase_ii_resumed_500_1000,4,6.363e-05,0.4587,0.5,0.001589,1.0,349.2
504,phase_ii_resumed_500_1000,5,4.711e-05,0.0,0.0,0.001178,0.0,278.8
505,phase_ii_resumed_500_1000,6,9.009e-05,0.06441,0.1,0.002252,0.5,414.8
506,phase_ii_resumed_500_1000,7,5.949e-05,0.4075,0.375,0.001488,1.0,318.8
507,phase_ii_resumed_500_1000,8,7.827e-05,0.0,0.0,0.001957,0.0,343.5
508,phase_ii_resumed_500_1000,9,4.017e-05,0.0,0.0,0.001004,0.0,450.4
509,phase_ii_resumed_500_1000,10,7.5e-05,0.06277,0.05,0.001875,0.5,364.6
510,phase_ii_resumed_500_1000,11,5.664e-05,0.01587,0.03125,0.001416,0.125,254.1
511,phase_ii_resumed_500_1000,12,5.23e-05,0.5938,0.5,0.00131,0.0,338.3
512,phase_ii_resumed_500_1000,13,5.899e-05,0.0,0.0,0.001475,0.0,340.0
513,phase_ii_resumed_500_1000,14,5.866e-05,0.1318,0.15,0.001467,0.5,589.9
514,phase_ii_resumed_500_1000,15,3.748e-05,0.1486,0.15,0.0009361,0.5,348.6
515,phase_ii_resumed_500_1000,16,6.582e-05,0.1967,0.15,0.001644,0.5,210.7
516,phase_ii_resumed_500_1000,17,5.952e-05,0.6001,0.625,0.001487,1.0,420.4
517,phase_ii_resumed_500_1000,18,7.269e-05,0.3502,0.3333,0.001818,0.75,246.8
518,phase_ii_resumed_500_1000,19,7.815e-05,0.2914,0.25,0.001955,0.75,134.7
519,phase_ii_resumed_500_1000,20,0.0001195,0.08325,0.1,0.002988,0.5,373.8
520,phase_ii_resumed_500_1000,21,4.995e-05,0.6749,0.625,0.001249,1.0,290.9
521,phase_ii_resumed_500_1000,22,7.22e-05,0.1432,0.15,0.001806,0.5,597.1
522,phase_ii_resumed_500_1000,23,4.357e-05,0.3062,0.2917,0.001088,0.25,210.4
523,phase_ii_resumed_500_1000,24,6.354e-05,0.6918,0.65,0.001589,0.4167,338.6
524,phase_ii_resumed_500_1000,25,9.521e-05,0.1112,0.1,0.00238,0.5,215.8
525,phase_ii_resumed_500_1000,26,0.0001094,0.4079,0.3333,0.002734,0.75,293.9
526,phase_ii_resumed_500_1000,27,7.323e-05,0.7987,0.6667,0.001831,0.75,363.2
527,phase_ii_resumed_500_1000,28,5.518e-05,1.021,0.9,0.00138,0.5,245.8
528,phase_ii_resumed_500_1000,29,0.0001089,0.259,0.25,0.002723,0.75,362.9
529,phase_ii_resumed_500_1000,30,6.359e-05,0.05496,0.05,0.00159,0.5,346.9
530,phase_ii_resumed_500_1000,31,0.0001003,0.343,0.35,0.002509,0.4167,297.0
531,phase_ii_resumed_500_1000,32,5.886e-05,0.7634,0.625,0.001471,1.0,241.9
532,phase_ii_resumed_500_1000,33,5.232e-05,0.1801,0.15,0.001309,0.5,284.5
533,phase_ii_resumed_500_1000,34,4.7e-05,0.09949,0.1,0.001175,0.5,267.5
534,phase_ii_resumed_500_1000,35,0.0001141,0.05142,0.05,0.002852,0.5,236.2
535,phase_ii_resumed_500_1000,36,9.581e-05,0.3261,0.3333,0.002395,0.75,284.4
536,phase_ii_resumed_500_1000,37,8.783e-05,0.1038,0.08333,0.002195,0.25,388.4
537,phase_ii_resumed_500_1000,38,6.716e-05,0.393,0.375,0.001679,1.0,239.2
538,phase_ii_resumed_500_1000,39,0.0002817,1.028,0.875,0.007041,0.5,210.2
539,phase_ii_resumed_500_1000,40,7.811e-05,0.952,0.7083,0.00195,0.25,231.5
540,phase_ii_resumed_500_1000,41,3.986e-05,0.05268,0.05,0.0009962,0.5,300.2
541,phase_ii_resumed_500_1000,42,7.007e-05,0.0499,0.05,0.001751,0.5,394.4
542,phase_ii_resumed_500_1000,43,8.747e-05,0.218,0.25,0.002187,0.75,272.6
543,phase_ii_resumed_500_1000,44,6.853e-05,0.1898,0.15,0.001714,0.5,272.8
544,phase_ii_resumed_500_1000,45,9.682e-05,0.1983,0.15,0.002421,0.5,431.7
545,phase_ii_resumed_500_1000,46,5.147e-05,0.6352,0.625,0.001286,1.0,412.5
546,phase_ii_resumed_500_1000,47,7.489e-05,0.1905,0.15,0.001872,0.5,247.3
547,phase_ii_resumed_500_1000,48,9.839e-05,1.104,0.95,0.00246,0.5,157.3
548,phase_ii_resumed_500_1000,49,6.894e-05,0.5747,0.5,0.001723,1.0,288.0
549,phase_ii_resumed_500_1000,50,5.732e-05,0.0,0.0,0.001433,0.0,370.6
550,phase_ii_resumed_500_1000,51,0.0001247,0.1175,0.1,0.003117,0.5,364.4
551,phase_ii_resumed_500_1000,52,6.345e-05,0.7525,0.75,0.001586,1.0,243.4
552,phase_ii_resumed_500_1000,53,0.0001254,0.0,0.0,0.003135,0.0,267.3
553,phase_ii_resumed_500_1000,54,0.0001303,0.5444,0.5,0.00326,0.5,314.8
554,phase_ii_resumed_500_1000,55,5.823e-05,0.3252,0.3333,0.001455,0.75,426.0
555,phase_ii_resumed_500_1000,56,0.0001165,0.5291,0.5,0.002913,1.0,324.4
556,phase_ii_resumed_500_1000,57,0.0001498,0.2819,0.25,0.003745,1.0,180.1
557,phase_ii_resumed_500_1000,58,0.0001483,0.9363,0.8125,0.003707,0.6667,170.8
558,phase_ii_resumed_500_1000,59,0.0001062,0.8092,0.75,0.002655,0.4167,271.2
559,phase_ii_resumed_500_1000,60,0.0001118,0.7846,0.625,0.002795,1.0,266.4
560,phase_ii_resumed_500_1000,61,0.000129,0.4264,0.3571,0.003226,0.1667,362.7
561,phase_ii_resumed_500_1000,62,7.74e-05,0.1599,0.15,0.001936,0.5,254.9
562,phase_ii_resumed_500_1000,63,6.831e-05,0.0,0.0,0.001708,0.0,370.1
563,phase_ii_resumed_500_1000,64,0.0001339,0.2222,0.2,0.003347,0.625,329.6
564,phase_ii_resumed_500_1000,65,0.0001128,0.5472,0.5,0.002823,1.0,296.1
565,phase_ii_resumed_500_1000,66,0.000136,0.2437,0.2083,0.003401,0.25,465.2
566,phase_ii_resumed_500_1000,67,0.0002037,0.6725,0.6667,0.005093,0.75,169.2
567,phase_ii_resumed_500_1000,68,0.0001118,0.04608,0.04167,0.002796,0.25,335.5
568,phase_ii_resumed_500_1000,69,0.0001452,0.8977,0.75,0.003629,0.5,252.6
569,phase_ii_resumed_500_1000,70,6.063e-05,0.7492,0.75,0.001517,0.6667,307.9
570,phase_ii_resumed_500_1000,71,0.000155,0.1001,0.1,0.003876,0.5,553.9
571,phase_ii_resumed_500_1000,72,9.52e-05,0.1618,0.15,0.00238,0.5,481.1
572,phase_ii_resumed_500_1000,73,0.0001153,0.0,0.0,0.002883,0.0,245.0
573,phase_ii_resumed_500_1000,74,7.94e-05,0.05722,0.05,0.001985,0.5,364.6
574,phase_ii_resumed_500_1000,75,0.0001173,0.1206,0.1,0.002933,0.5,543.9
575,phase_ii_resumed_500_1000,76,0.0001857,0.7203,0.75,0.004642,1.0,170.6
576,phase_ii_resumed_500_1000,77,7.255e-05,0.1223,0.1,0.001813,0.5,264.4
577,phase_ii_resumed_500_1000,78,0.0002149,0.09432,0.1,0.005374,0.5,287.6
578,phase_ii_resumed_500_1000,79,0.0001156,0.1839,0.25,0.002891,1.0,329.0
579,phase_ii_resumed_500_1000,80,6.381e-05,0.1221,0.1,0.001596,0.5,311.6
580,phase_ii_resumed_500_1000,81,0.0002708,0.3658,0.2917,0.006772,0.25,410.4
581,phase_ii_resumed_500_1000,82,0.0001182,0.1759,0.15,0.002956,0.5,315.1
582,phase_ii_resumed_500_1000,83,0.0001385,0.9291,0.75,0.003463,0.75,343.8
583,phase_ii_resumed_500_1000,84,0.0007008,0.8674,0.75,0.01752,0.6667,239.9
584,phase_ii_resumed_500_1000,85,0.0001047,0.1706,0.15,0.002617,0.5,274.9
585,phase_ii_resumed_500_1000,86,0.0001668,0.1634,0.15,0.004172,0.5,316.9
586,phase_ii_resumed_500_1000,87,0.0001133,0.0,0.0,0.002832,0.0,282.9
587,phase_ii_resumed_500_1000,88,0.0002387,0.0,0.0,0.005969,0.0,203.3
588,phase_ii_resumed_500_1000,89,0.0002581,0.0603,0.07143,0.006453,0.1667,308.0
589,phase_ii_resumed_500_1000,90,0.0001312,0.0,0.0,0.00328,0.0,218.4
590,phase_ii_resumed_500_1000,91,0.0001364,0.0,0.0,0.00341,0.0,253.8
591,phase_ii_resumed_500_1000,92,0.0002022,0.2417,0.3125,0.005055,0.6667,317.9
592,phase_ii_resumed_500_1000,93,0.0001285,0.08856,0.1,0.003212,0.5,562.0
593,phase_ii_resumed_500_1000,94,0.0004391,0.09672,0.1,0.01098,0.5,319.1
594,phase_ii_resumed_500_1000,95,0.0001451,0.4942,0.5,0.003628,0.75,330.9
595,phase_ii_resumed_500_1000,96,0.0003429,0.9473,0.875,0.008574,0.6667,130.7
596,phase_ii_resumed_500_1000,97,0.0001387,0.2085,0.15,0.003469,0.5,244.6
597,phase_ii_resumed_500_1000,98,0.0001456,0.9778,0.8125,0.003641,0.6667,323.4
598,phase_ii_resumed_500_1000,99,0.0001618,0.1742,0.15,0.004044,0.5,237.9
599,phase_ii_resumed_500_1000,100,0.0001615,0.0,0.0,0.004038,0.0,359.1
600,phase_ii_resumed_500_1000,101,0.0001244,0.2434,0.3125,0.003109,0.6667,234.0
601,phase_ii_resumed_500_1000,102,8.19e-05,0.0437,0.05,0.002048,0.5,163.8
602,phase_ii_resumed_500_1000,103,6.877e-05,0.09571,0.1,0.001719,0.5,344.4
603,phase_ii_resumed_500_1000,104,0.000334,0.1032,0.1,0.00835,0.5,135.8
604,phase_ii_resumed_500_1000,105,0.0001645,0.2488,0.25,0.004113,0.6667,194.5
605,phase_ii_resumed_500_1000,106,9.833e-05,0.1287,0.1,0.002458,0.5,379.2
606,phase_ii_resumed_500_1000,107,0.0001345,0.655,0.5,0.003362,1.0,297.1
607,phase_ii_resumed_500_1000,108,0.0002124,0.4329,0.375,0.00531,1.0,261.1
608,phase_ii_resumed_500_1000,109,8.395e-05,0.5616,0.5625,0.002098,0.5,316.7
609,phase_ii_resumed_500_1000,110,0.0001705,0.3011,0.25,0.004263,1.0,285.9
610,phase_ii_resumed_500_1000,111,0.0001012,0.09334,0.1,0.002528,0.5,346.1
611,phase_ii_resumed_500_1000,112,9.634e-05,0.03512,0.04167,0.002409,0.25,373.0
612,phase_ii_resumed_500_1000,113,3.475e-05,0.6045,0.5,0.000862,0.0,146.1
613,phase_ii_resumed_500_1000,114,0.0001722,0.8833,0.9,0.004298,0.5,163.6
614,phase_ii_resumed_500_1000,115,0.0001041,0.0,0.0,0.002602,0.0,396.9
615,phase_ii_resumed_500_1000,116,8.95e-05,0.04358,0.04167,0.002238,0.25,220.7
616,phase_ii_resumed_500_1000,117,0.0001688,0.08344,0.1,0.004219,0.5,265.9
617,phase_ii_resumed_500_1000,118,0.000159,0.7478,0.75,0.003974,0.75,193.9
618,phase_ii_resumed_500_1000,119,0.0002009,0.773,0.6667,0.005024,0.75,199.2
619,phase_ii_resumed_500_1000,120,0.0002068,0.1234,0.1,0.005171,0.5,239.2
620,phase_ii_resumed_500_1000,121,0.0001068,0.04063,0.05,0.00267,0.5,141.3
621,phase_ii_resumed_500_1000,122,0.0001092,0.1245,0.1,0.00273,0.5,227.3
622,phase_ii_resumed_500_1000,123,0.0001937,0.1742,0.15,0.004842,0.5,213.0
623,phase_ii_resumed_500_1000,124,0.0001099,0.1533,0.15,0.002747,0.4167,256.2
624,phase_ii_resumed_500_1000,125,0.0001273,0.6386,0.625,0.003183,1.0,285.9
625,phase_ii_resumed_500_1000,126,0.0001468,0.0634,0.05,0.003669,0.5,260.8
626,phase_ii_resumed_500_1000,127,0.0001655,0.1003,0.1,0.004137,0.5,346.9
627,phase_ii_resumed_500_1000,128,0.000102,0.03138,0.04167,0.002549,0.25,585.2
628,phase_ii_resumed_500_1000,129,0.0001062,0.0,0.0,0.002655,0.0,336.8
629,phase_ii_resumed_500_1000,130,0.0001452,0.0,0.0,0.003629,0.0,398.7
630,phase_ii_resumed_500_1000,131,6.634e-05,0.0,0.0,0.001658,0.0,431.2
631,phase_ii_resumed_500_1000,132,4.585e-05,0.03627,0.05,0.001146,0.5,286.9
632,phase_ii_resumed_500_1000,133,0.0001354,0.2014,0.25,0.003386,0.6667,293.3
633,phase_ii_resumed_500_1000,134,5.966e-05,0.0,0.0,0.001492,0.0,284.3
634,phase_ii_resumed_500_1000,135,0.0001836,0.2528,0.25,0.00459,1.0,299.0
635,phase_ii_resumed_500_1000,136,9.506e-05,0.6805,0.75,0.002375,1.0,373.2
636,phase_ii_resumed_500_1000,137,0.0001256,0.0,0.0,0.00314,0.0,309.0
637,phase_ii_resumed_500_1000,138,8.64e-05,0.0,0.0,0.00216,0.0,202.7
638,phase_ii_resumed_500_1000,139,0.0001272,0.08021,0.1,0.003178,0.5,183.3
639,phase_ii_resumed_500_1000,140,8.58e-05,0.0,0.0,0.002145,0.0,507.0
640,phase_ii_resumed_500_1000,141,9.12e-05,0.1511,0.15,0.002279,0.5,267.6
641,phase_ii_resumed_500_1000,142,0.0001147,0.454,0.4,0.002868,0.4167,399.9
642,phase_ii_resumed_500_1000,143,0.0004435,0.516,0.4375,0.01109,0.125,133.0
643,phase_ii_resumed_500_1000,144,0.0001013,0.0,0.0,0.002532,0.0,318.3
644,phase_ii_resumed_500_1000,145,0.0001467,0.2954,0.2917,0.003669,0.25,337.0
645,phase_ii_resumed_500_1000,146,8.55e-05,0.1545,0.15,0.002137,0.5,489.8
646,phase_ii_resumed_500_1000,147,0.0001307,0.05612,0.05,0.003266,0.5,246.7
647,phase_ii_resumed_500_1000,148,0.0001484,0.6486,0.5,0.003711,0.5,192.5
648,phase_ii_resumed_500_1000,149,8.736e-05,0.01667,0.04167,0.002184,0.25,332.9
649,phase_ii_resumed_500_1000,150,6.472e-05,0.0,0.0,0.001618,0.0,314.8
650,phase_ii_resumed_500_1000,151,4.699e-05,0.04334,0.05,0.001175,0.5,380.6
651,phase_ii_resumed_500_1000,152,8.833e-05,0.7289,0.75,0.002208,1.0,214.4
652,phase_ii_resumed_500_1000,153,8.093e-05,0.0,0.0,0.002023,0.0,378.8
653,phase_ii_resumed_500_1000,154,0.0001623,0.3362,0.2917,0.004058,0.25,240.8
